Player,rate_per_min
AJ Green,0.32894651984327944
AJ Johnson,0.380893859359749
Aaron Gordon,0.518545057147354
Aaron Holiday,0.4751634097701897
Aaron Nesmith,0.4843218563510815
Aaron Wiggins,0.5379357479303393
Ace Bailey,0.4523968472714185
Adem Bona,0.3053720270646256
Ajay Mitchell,0.5280633801949524
Al Horford,0.32750588573717787
Alex Caruso,0.3815216516419586
Alexandre Sarr,0.5262556921562657
Alperen Sengun,0.6110206263306714
Amen Thompson,0.46533015444213954
Amir Coffey,0.34585677451790137
Andre Drummond,0.3577316190993159
Andre Jackson Jr.,0.2883856920165948
Andrew Nembhard,0.4539916020563142
Andrew Wiggins,0.5523392738730685
Anfernee Simons,0.5374256486309994
Anthony Black,0.3777262935639984
Anthony Davis,0.7285493449496886
Anthony Edwards,0.7412075980220449
Anthony Gill,0.36977571179154767
Ariel Hukporti,0.2106285614467748
Asa Newell,0.3151670356273089
Ausar Thompson,0.45075900483142056
Austin Reaves,0.6947448740384656
Ayo Dosunmu,0.47736611265407647
Bam Adebayo,0.587626518533662
Baylor Scheierman,0.2701465764218283
Ben Saraf,0.31061558152153246
Ben Sheppard,0.33817894076209
Bennedict Mathurin,0.6344751868559847
Bilal Coulibaly,0.4116756834985117
Bismack Biyombo,0.2634279942698452
Blake Wesley,0.35644001856211543
Bobby Portis,0.5187873215338098
Bogdan Bogdanovic,0.43518832429416243
Bones Hyland,0.5019773391581656
Bradley Beal,0.49741827058270144
Branden Carlson,0.37281660640967623
Brandin Podziemski,0.4347112436077936
Brandon Ingram,0.6154194967407336
Brandon Miller,0.5619585730494896
Brandon Williams,0.5544499695042366
Brice Sensabaugh,0.554847767026063
Bronny James Jr.,0.32319797043426685
Brook Lopez,0.44287322599907913
Brooks Barnhizer,0.22686427643995252
Bruce Brown,0.33138530745349
Bryce McGowens,0.3826660084559994
Bub Carrington,0.3371877324758464
Buddy Hield,0.48845367648444993
CJ McCollum,0.5744782672970045
Cade Cunningham,0.7324160563520214
Caleb Love,0.4826478594250092
Caleb Martin,0.31423325948807956
Cam Christie,0.5007611919297255
Cam Spencer,0.41358977760290444
Cam Thomas,0.7570016794246798
Cam Whitmore,0.5743989209558622
Cameron Johnson,0.4625095001103239
Caris LeVert,0.5003054687316436
Carter Bryant,0.3211066623650721
Cason Wallace,0.33604033951691265
Cedric Coward,0.48299425318473715
Charles Bassey,0.4175937058272712
Chaz Lanier,0.3817363413075708
Chet Holmgren,0.5637126250811271
Chris Boucher,0.46766220062036856
Chris Manon,0.3491616358969749
Chris Paul,0.34113860885340386
Chris Youngblood,0.4791620503503106
Christian Braun,0.4074101435193055
Christian Koloko,0.2868233907427207
Clint Capela,0.40298839244088464
Cody Williams,0.2766348210266755
Cole Anthony,0.48967464820702755
Collin Gillespie,0.4475299205609371
Collin Murray-Boyles,0.41925154954762806
Collin Sexton,0.6404604527465311
Cooper Flagg,0.4910960436903173
Corey Kispert,0.42450683548583673
Craig Porter Jr.,0.3946074724254666
DAngelo Russell,0.549938794154664
DaRon Holmes II,0.1688890089967475
Daeqwon Plowden,0.19630772395380716
Dalen Terry,0.36447977191567704
Dalton Knecht,0.56908243389336
Daniel Gafford,0.518953489367923
Daniss Jenkins,0.46053767805629675
Danny Wolf,0.4038922769201631
Dario Saric,0.3300010622220437
David Jones-Garcia,0.3053047019315674
Davion Mitchell,0.32459811329875504
DayRon Sharpe,0.40831507369651376
DeAndre Hunter,0.6019798956871711
DeAndre Jordan,0.303113727339553
DeMar DeRozan,0.5720922398964334
Dean Wade,0.2779827953909113
Deandre Ayton,0.4816854492778238
Deni Avdija,0.6528402784036831
Dennis Schroder,0.4395424660469675
Dereck Lively II,0.3704264746272098
Derik Queen,0.3814095624037364
Derrick Jones Jr.,0.3914896877062346
Derrick White,0.5760298660760118
Desmond Bane,0.5755656920576705
Devin Booker,0.7813062782561382
Devin Carter,0.3188757285753177
Devin Vassell,0.49796987826305045
Dillon Brooks,0.5127171695638872
Domantas Sabonis,0.49407701957894606
Dominick Barlow,0.3318777208622982
Donovan Clingan,0.35995563060571145
Donovan Mitchell,0.8088132672805939
Donte DiVincenzo,0.4763023311900438
Doug McDermott,0.37775273570864215
Drake Powell,0.26189554805826787
Draymond Green,0.3145434358653938
Drew Eubanks,0.3717794873975692
Dru Smith,0.3058346700714431
Duncan Robinson,0.4019231975502302
Duop Reath,0.4721365562219952
Dwight Powell,0.26139075689602126
Dylan Cardwell,0.310447927002035
Dylan Harper,0.5131947288657909
Dyson Daniels,0.3790272051323467
EJ Liddell,0.3702894007619734
Egor Demin,0.3663018579250754
Elijah Harkless,0.16133340539804078
Eric Gordon,0.31190619808580544
Evan Mobley,0.6014767470914604
Franz Wagner,0.6471791704342726
GG Jackson II,0.501459254292525
Gabe Vincent,0.30865746871264294
Gary Payton II,0.35663211657217436
Gary Trent Jr.,0.44733943698767065
Giannis Antetokounmpo,0.8932250415782593
Goga Bitadze,0.31371351873979225
Gradey Dick,0.42920619247528
Grayson Allen,0.4707830878843046
Guerschon Yabusele,0.3657641131646051
Gui Santos,0.303445528140345
Harrison Barnes,0.3818815141339269
Harrison Ingram,0.12976903380627341
Herbert Jones,0.3369458606438866
Hugo Gonzalez,0.2528412092737146
Hunter Dickinson,0.2217758913308002
Hunter Tyson,0.18180145590337551
Immanuel Quickley,0.540534630437759
Isaac Jones,0.3665157211137139
Isaac Okoro,0.3384866823927137
Isaiah Collier,0.3540992045843192
Isaiah Hartenstein,0.37580585099584035
Isaiah Jackson,0.4504834335006252
Isaiah Joe,0.45629670564548674
Isaiah Livers,0.31178683750480735
Isaiah Stewart,0.35979681958797455
Ivica Zubac,0.511059748111602
JD Davison,0.3038504275564019
Ja Morant,0.8098852387755606
JaKobe Walter,0.38852191610575737
Jabari Smith Jr.,0.43641713969810036
Jabari Walker,0.3549596388450092
Jaden Hardy,0.5435193225372887
Jaden McDaniels,0.453967134096362
JaeSean Tate,0.3043398100548347
Jahmir Young,0.22177589133080933
Jahmyl Telfort,0.07452123419795029
Jaime Jaquez Jr.,0.46132213261517974
Jake LaRavia,0.373269316113926
Jakob Poeltl,0.3932547889395143
Jalen Brunson,0.7402710258020899
Jalen Duren,0.5089515506436735
Jalen Green,0.6514853907399377
Jalen Johnson,0.5420520393117817
Jalen Pickett,0.2272821544890685
Jalen Smith,0.5570736210340518
Jalen Suggs,0.47338168780847906
Jalen Wilson,0.39083411406023977
Jamal Murray,0.6188619401248121
Jamal Shead,0.35655271771647196
James Harden,0.6189012237806994
James Wiseman,0.5581920756529847
Jamison Battle,0.334290982183184
Jarace Walker,0.44051743396813875
Jared McCain,0.4560827981304753
Jaren Jackson Jr.,0.7320883540079485
Jarred Vanderbilt,0.29464576369336104
Jarrett Allen,0.4831017776299993
Jase Richardson,0.2751227721467982
Javon Small,0.3933850781974982
Javonte Green,0.35707583475671145
Jaxson Hayes,0.35810855346898635
Jay Huff,0.48052015181633245
Jaylen Brown,0.6976701496999942
Jaylen Clark,0.305618133006257
Jaylen Wells,0.3968564461361017
Jaylin Williams,0.34376689528473797
Jaylon Tyson,0.3755120738713082
Jeff Green,0.37080042885754844
Jerami Grant,0.5912792342084869
Jeremiah Fears,0.4837243903575997
Jeremiah Robinson-Earl,0.3670372398949888
Jericho Sims,0.09803507578294224
Jett Howard,0.3244426311485635
Jimmy Butler,0.576522568089904
Jock Landale,0.38488776316192824
Joe Ingles,0.04058311995680859
Joel Embiid,0.7739612199451772
John Collins,0.5511909003633841
John Konchar,0.2223544314224795
Johnny Furphy,0.2924982724205747
Jonas Valanciunas,0.5189752697318215
Jonathan Isaac,0.32453922645640526
Jonathan Kuminga,0.5751121467825904
Jonathan Mogbo,0.2984731769186103
Jordan Clarkson,0.5502631208434768
Jordan Goodwin,0.3329278365969015
Jordan Hawkins,0.4039618907836069
Jordan McLaughlin,0.2560223672129806
Jordan Poole,0.5706447703255932
Jordan Walsh,0.19146488821692417
Jose Alvarado,0.3994788789960644
Josh Giddey,0.5898397572669953
Josh Hart,0.3298287262585266
Josh Minott,0.37493604140652065
Josh Okogie,0.36745475725199994
Jrue Holiday,0.4753576386911859
Julian Champagnie,0.35563813539861816
Julian Phillips,0.3352961401375174
Julian Strawther,0.403029062375126
Julius Randle,0.6419834212200165
Justin Champagnie,0.3273608186104208
Justin Edwards,0.3368714432649526
Jusuf Nurkic,0.46130138796567866
KJ Simpson,0.38724159673878805
Karl-Anthony Towns,0.6657819472437813
Karlo Matkovic,0.3654291037979643
Kawhi Leonard,0.6779833198033751
Keaton Wallace,0.3598380403210135
Keldon Johnson,0.4782199977653056
Kelel Ware,0.44102380008715564
Kelly Oubre Jr.,0.40901314579802955
Kentavious Caldwell-Pope,0.3423500281152311
Keon Ellis,0.32385971799337965
Keshad Johnson,0.2217758913308087
Kevin Durant,0.7426213356242419
Kevin Huerter,0.47969755604296893
Kevin Love,0.5190316459547729
Kevin Porter Jr.,0.4620496658540645
Kevon Harris,0.2441814526665989
Kevon Looney,0.2702108028829997
Keyonte George,0.5490223679058417
Khaman Maluach,0.37923707334439466
Khris Middleton,0.5020034202797257
Klay Thompson,0.49818581031161513
Kobe Brown,0.33054192734878196
Kobe Sanders,0.06888900899674912
Kon Knueppel,0.4179131011739146
Kris Dunn,0.27201980106345364
Kris Murray,0.29009134172241313
Kristaps Porzingis,0.6762225629459533
Kyle Anderson,0.40457731911264605
Kyle Filipowski,0.44788952190911596
Kyle Kuzma,0.4548204552260483
Kyle Lowry,0.21322200468642183
Kyshawn George,0.43549223498926976
LaMelo Ball,0.7147180465489116
Landry Shamet,0.36241077082494466
Larry Nance Jr.,0.3916709569371547
Lauri Markkanen,0.6762334555315538
Liam McNeeley,0.3469881637030526
Lonzo Ball,0.33478610105675044
Luguentz Dort,0.33448617990252416
Luka Doncic,0.8571302893362639
Luka Garza,0.5055835371348926
Luke Kennard,0.35558408342120346
Luke Kornet,0.3137576833461085
Luke Travers,0.18337074599847264
Mac McClung,0.37537961805377607
Malaki Branham,0.20683873608878564
Malik Monk,0.5367783962736652
Marcus Sasser,0.4682304225074116
Marcus Smart,0.38708547871836896
Mark Williams,0.5450564966730035
Marvin Bagley,0.4219500713660869
Mason Plumlee,0.22288687829394138
Matas Buzelis,0.5517435854434164
Matisse Thybulle,0.33426183033006557
Max Christie,0.35900479911922345
Maxi Kleber,0.23370154824283798
Maxime Raynaud,0.41885828104319556
Micah Peavy,0.35599379179493473
Michael Porter Jr.,0.6040613534215721
Mikal Bridges,0.44078504373572625
Mike Conley,0.35245696631275475
Miles Bridges,0.6178453163945772
Miles Kelly,0.35195852489196866
Miles McBride,0.36017213373555007
Mitchell Robinson,0.31301617491079126
Mohamed Diawara,-0.007686127090913369
Moses Moody,0.4318974774555065
Mouhamed Gueye,0.41294926908447493
Moussa Diabate,0.3899256157893669
Myles Turner,0.4698671591076083
NFaly Dante,0.40021738858406375
NaeQwan Tomlin,0.3159326093910318
Naji Marshall,0.3872945095183635
Naz Reid,0.5370069372009156
Neemias Queta,0.35635714565507376
Nick Richards,0.46805979438358114
Nick Smith Jr.,0.4787739668943639
Nickeil Alexander-Walker,0.47929365789310163
Nicolas Batum,0.26466265369041336
Nicolas Claxton,0.4110674000115715
Nigel Hayes,0.3232519702173691
Nikola Jokic,0.7712032123229255
Nikola Jovic,0.43602075606030105
Nikola Vucevic,0.605246002603661
Nique Clifford,0.31844429862243645
Noah Clowney,0.3908134460964367
Noah Penda,0.23969887161713171
Nolan Traore,0.32789560755371583
Norman Powell,0.64448809507391
OG Anunoby,0.4860157781324965
Obi Toppin,0.5594601411047441
Ochai Agbaji,0.32775306367728474
Olivier-Maxence Prosper,0.3701888248701083
Onyeka Okongwu,0.4781373503048061
Oso Ighodaro,0.27632910694325946
Ousmane Dieng,0.33781794933970544
P.J. Washington,0.4546227503365492
PJ Hall,0.3542787016312537
Pacome Dadiet,0.28732785473631656
Paolo Banchero,0.7136136026579017
Pascal Siakam,0.7194498156545153
Pat Connaughton,0.3066511992643293
Pat Spencer,0.3738579003731039
Patrick Williams,0.3885645792162857
Paul Reed,0.44183404811422955
Payton Pritchard,0.49145803644835184
Pelle Larsson,0.3546607317865062
Pete Nance,-0.1076861270909163
Peyton Watson,0.3161992616001841
Quentin Grimes,0.47447209355647735
Quenton Jackson,0.43537933820244024
