Player,rate_per_min
AJ Green,0.06743400259380902
AJ Johnson,0.10736998797847068
Aaron Gordon,0.10066635634007436
Aaron Holiday,0.11744314404930621
Aaron Nesmith,0.058914191870033966
Aaron Wiggins,0.0755689008645016
Ace Bailey,0.05695108522938165
Adem Bona,0.03350168016513456
Ajay Mitchell,0.12163131314927814
Al Horford,0.08498894406042443
Alex Caruso,0.12474331320126725
Alexandre Sarr,0.10697878096449495
Alperen Sengun,0.18114574828883487
Amen Thompson,0.16692026448548744
Amir Coffey,0.0513832364810972
Andre Drummond,0.0538296095964752
Andre Jackson Jr.,0.10963789954824767
Andrew Nembhard,0.23502687691309054
Andrew Wiggins,0.08614481161780922
Anfernee Simons,0.1267496165451053
Anthony Black,0.09623789467306762
Anthony Davis,0.10185963059654939
Anthony Edwards,0.13796169164791341
Anthony Gill,0.09570466018822298
Ariel Hukporti,0.05645568705019258
Asa Newell,0.030682724035688027
Ausar Thompson,0.10521390285336386
Austin Reaves,0.1895576587619117
Ayo Dosunmu,0.1252138373225506
Bam Adebayo,0.11170836818931086
Baylor Scheierman,0.08308411055382359
Ben Saraf,0.1430971562262862
Ben Sheppard,0.09433467402768037
Bennedict Mathurin,0.09247454798580328
Bilal Coulibaly,0.10912949411567774
Bismack Biyombo,0.0705467926990109
Blake Wesley,0.1583731117407032
Bobby Portis,0.07633633730861653
Bogdan Bogdanovic,0.11447591452762032
Bones Hyland,0.1499747551189876
Bradley Beal,0.11613632508328173
Branden Carlson,0.04884564888204008
Brandin Podziemski,0.11333387102070387
Brandon Ingram,0.13322516141795096
Brandon Miller,0.09995332146752219
Brandon Williams,0.15005806850346184
Brice Sensabaugh,0.09299993362854922
Bronny James Jr.,0.13589540555482052
Brook Lopez,0.05026552974840622
Brooks Barnhizer,0.06435193903191433
Bruce Brown,0.102233207459681
Bryce McGowens,0.06655944116903162
Bub Carrington,0.15423501776893384
Buddy Hield,0.07687530228460827
CJ McCollum,0.13834842311665196
Cade Cunningham,0.25194672552569836
Caleb Love,0.10012362182404128
Caleb Martin,0.08019513489028801
Cam Christie,0.08938862666226545
Cam Spencer,0.1352726086752318
Cam Thomas,0.14391235790253548
Cam Whitmore,0.06600629113143454
Cameron Johnson,0.08519420894907836
Caris LeVert,0.12780581333558924
Carter Bryant,0.060170703822584076
Cason Wallace,0.11013122907620022
Cedric Coward,0.07272219295198445
Charles Bassey,0.0916343844861792
Chaz Lanier,0.058505774498516475
Chet Holmgren,0.071974829374195
Chris Boucher,0.045448215215392856
Chris Manon,0.15220804512402658
Chris Paul,0.26617370718199973
Chris Youngblood,0.051336783969089445
Christian Braun,0.08097216106152362
Christian Koloko,0.054424782302116934
Clint Capela,0.0490924150842154
Cody Williams,0.0696785179786796
Cole Anthony,0.18257056102306207
Collin Gillespie,0.18848544261808226
Collin Murray-Boyles,0.07097841633437614
Collin Sexton,0.1597530290972089
Cooper Flagg,0.10903362968022785
Corey Kispert,0.07513247569109974
Craig Porter Jr.,0.16108638799722633
DAngelo Russell,0.21044120275298075
DaRon Holmes II,0.01495571466214299
Daeqwon Plowden,0.0341352287670082
Dalen Terry,0.10503230963827265
Dalton Knecht,0.04940987974422326
Daniel Gafford,0.07344220717300982
Daniss Jenkins,0.09540450015859775
Danny Wolf,0.09284091812885026
Dario Saric,0.0865747035271306
David Jones-Garcia,0.05798302109273969
Davion Mitchell,0.21114961504470622
DayRon Sharpe,0.10588167288436295
DeAndre Hunter,0.06375054252842609
DeAndre Jordan,0.08423745721174038
DeMar DeRozan,0.12326911261676336
Dean Wade,0.05764188266104177
Deandre Ayton,0.0594587254712676
Deni Avdija,0.149711437353382
Dennis Schroder,0.16784541760959434
Dereck Lively II,0.09659283093220959
Derik Queen,0.06699968038392348
Derrick Jones Jr.,0.035133511048497226
Derrick White,0.16730702277952755
Desmond Bane,0.12303016446131125
Devin Booker,0.21217306459952054
Devin Carter,0.08477923129770737
Devin Vassell,0.0995495481009818
Dillon Brooks,0.06697709560129865
Domantas Sabonis,0.13459008971671194
Dominick Barlow,0.06264759264262895
Donovan Clingan,0.06386930065110977
Donovan Mitchell,0.1750055190774116
Donte DiVincenzo,0.1309499968915552
Doug McDermott,0.03097346467640343
Drake Powell,0.05153176046745383
Draymond Green,0.19399634171289393
Drew Eubanks,0.05400308217332154
Dru Smith,0.11361732239890125
Duncan Robinson,0.08165620061881114
Duop Reath,0.04800241715674286
Dwight Powell,0.1043006950490499
Dylan Cardwell,0.04751845791641343
Dylan Harper,0.16479426150547039
Dyson Daniels,0.1359191674014388
EJ Liddell,0.07531247944198399
Egor Demin,0.16235540384147307
Elijah Harkless,0.038973428797283154
Eric Gordon,0.08936380402439223
Evan Mobley,0.12306459690548749
Franz Wagner,0.12441455163410353
GG Jackson II,0.06185729519010853
Gabe Vincent,0.07658556828599458
Gary Payton II,0.07952369016276596
Gary Trent Jr.,0.05804691763706884
Giannis Antetokounmpo,0.21373962835747468
Goga Bitadze,0.0931494717580892
Gradey Dick,0.06403829115667582
Grayson Allen,0.11646266088607726
Guerschon Yabusele,0.08015510149989154
Gui Santos,0.08520817234636555
