Player,Position,Team,Opponent,Minutes,Points,Assists,Rebounds,Three Pointers Made,Turnovers,Steals,Blocks,PRA,Scenario,PlayerID
Santi Aldama,PF,MEM,CLE,27.0,12.3,2.6,6.5,1.66,1.4,0.85,0.67,21.4,Default,20002709
Zach Edey,C,MEM,CLE,20.0,7.8,1.3,7.3,0.22,1.12,0.64,1.06,16.4,Default,20003199
Jock Landale,C,MEM,CLE,21.0,7.5,1.7,5.4,0.66,1.01,0.6,0.54,14.6,Default,20002172
Cole Anthony,PG,MIL,LAL,18.0,8.9,3.6,2.8,1.01,1.48,0.69,0.38,15.3,Default,20002540
Ryan Rollins,PG,MIL,LAL,31.5,15.5,5.7,4.1,2.15,1.98,1.88,0.41,25.3,Default,20002917
AJ Green,SG,MIL,LAL,26.5,8.5,1.9,2.4,2.46,0.68,0.57,0.1,12.8,Default,20002945
Gary Harris,SG,MIL,LAL,12.5,3.1,0.9,1.1,0.64,0.32,0.51,0.14,5.0,Default,20000832
Gary Trent Jr.,SG,MIL,LAL,24.5,9.9,1.3,1.9,2.25,0.59,1.0,0.11,13.1,Default,20002027
Amir Coffey,SF,MIL,LAL,6.0,1.8,0.3,0.5,0.24,0.16,0.15,0.04,2.7,Default,20002386
Kyle Kuzma,PF,MIL,LAL,31.0,14.1,2.4,5.2,1.33,1.97,0.66,0.42,21.6,Default,20001858
Giannis Antetokounmpo,PF,MIL,LAL,34.5,30.8,7.0,11.3,0.5,2.93,1.12,1.03,49.2,Default,20000497
Bobby Portis,PF,MIL,LAL,20.0,8.8,1.4,5.5,1.06,0.93,0.59,0.29,15.6,Default,20001420
Myles Turner,C,MIL,LAL,29.5,13.2,1.7,6.0,1.88,1.37,0.82,1.65,20.9,Default,20001424
Jericho Sims,PF,MIL,LAL,6.0,0.9,0.3,1.7,0.0,0.22,0.12,0.18,2.8,Default,20002691
Mike Conley,PG,MIN,DEN,18.0,5.8,3.5,1.8,1.16,0.74,0.77,0.17,11.0,Default,20000635
Rob Dillingham,PG,MIN,DEN,10.5,4.5,2.2,0.9,0.51,1.05,0.44,0.07,7.6,Default,20003193
Bones Hyland,PG,MIN,DEN,2.0,0.9,0.3,0.2,0.17,0.15,0.09,0.02,1.4,Default,20002701
Donte DiVincenzo,SG,MIN,DEN,32.0,13.5,4.0,4.2,3.06,1.41,1.3,0.44,21.7,Default,20001987
Anthony Edwards,SG,MIN,DEN,36.0,28.5,5.0,5.2,3.96,2.87,1.23,0.66,38.8,Default,20002523
Jaden McDaniels,SF,MIN,DEN,30.5,14.4,2.2,4.7,1.36,1.13,1.18,0.9,21.3,Default,20002553
Jaylen Clark,SG,MIN,DEN,17.5,5.2,1.0,1.9,0.69,0.48,1.03,0.15,8.1,Default,20003086
Julius Randle,PF,MIN,DEN,34.0,21.0,5.9,7.3,1.66,2.54,0.95,0.32,34.2,Default,20000710
Leonard Miller,SF,MIN,DEN,2.0,0.8,0.1,0.5,0.06,0.08,0.08,0.04,1.4,Default,20002912
Naz Reid,C,MIN,DEN,25.0,12.7,1.8,5.4,1.87,1.13,0.82,0.84,20.0,Default,20002336
Rudy Gobert,C,MIN,DEN,32.5,11.3,1.3,10.8,0.01,1.19,0.89,1.47,23.4,Default,20000840
Shai Gilgeous-Alexander,PG,OKC,CHA,32.5,31.7,7.1,4.8,2.2,2.14,1.67,0.94,43.6,Default,20001999
Ajay Mitchell,PG,OKC,CHA,26.5,14.9,3.5,3.5,1.27,1.17,1.29,0.27,21.8,Default,20003239
Cason Wallace,PG,OKC,CHA,26.5,8.6,2.8,3.2,1.38,0.7,1.7,0.53,14.6,Default,20003042
Isaiah Joe,SG,OKC,CHA,25.5,12.9,1.7,2.9,3.34,0.72,0.77,0.2,17.5,Default,20002574
Brooks Barnhizer,SG,OKC,CHA,3.0,0.7,0.1,0.7,0.01,0.1,0.08,0.09,1.5,Default,20003490
Alex Caruso,SG,OKC,CHA,18.0,6.9,2.3,2.5,1.27,0.68,1.42,0.57,11.7,Default,20001801
Chris Youngblood,SG,OKC,CHA,3.0,0.9,0.2,0.4,0.16,0.1,0.07,0.03,1.5,Default,20003663
Luguentz Dort,SF,OKC,CHA,26.5,8.4,1.5,3.5,1.92,0.76,1.03,0.42,13.5,Default,20002339
Ousmane Dieng,PF,OKC,CHA,12.0,3.8,1.0,1.9,0.55,0.56,0.36,0.22,6.7,Default,20002880
Chet Holmgren,C,OKC,CHA,27.5,15.8,2.0,7.6,1.76,1.67,0.73,1.65,25.4,Default,20002870
Isaiah Hartenstein,C,OKC,CHA,26.5,11.2,3.1,10.2,0.11,1.58,1.13,0.91,24.5,Default,20001874
Branden Carlson,C,OKC,CHA,12.5,5.0,0.8,2.8,1.06,0.46,0.39,0.68,8.6,Default,20003271
Immanuel Quickley,PG,TOR,IND,32.0,17.1,6.3,4.1,2.38,1.87,1.0,0.16,27.5,Default,20002550
Jamal Shead,PG,TOR,IND,19.0,6.8,4.9,1.8,0.95,1.3,0.75,0.15,13.5,Default,20003246
RJ Barrett,SG,TOR,IND,32.0,19.3,3.9,5.4,1.76,2.12,0.75,0.27,28.6,Default,20002272
Gradey Dick,SG,TOR,IND,15.0,6.8,0.7,1.9,1.11,0.58,0.41,0.08,9.4,Default,20003039
JaKobe Walter,SG,TOR,IND,6.0,2.5,0.4,0.9,0.41,0.27,0.23,0.06,3.8,Default,20003197
Garrett Temple,SG,TOR,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default,20000452
Brandon Ingram,SF,TOR,IND,33.0,21.0,4.1,5.5,1.64,2.75,0.74,0.57,30.6,Default,20001671
Ochai Agbaji,SF,TOR,IND,7.0,2.2,0.3,1.0,0.32,0.23,0.19,0.11,3.5,Default,20002861
Scottie Barnes,PF,TOR,IND,32.0,18.5,4.7,7.5,1.31,2.41,1.36,1.16,30.7,Default,20002662
Jamison Battle,SF,TOR,IND,2.0,0.7,0.1,0.3,0.18,0.06,0.04,0.02,1.1,Default,20003285
Collin Murray-Boyles,PF,TOR,IND,18.5,7.3,1.1,4.0,0.69,0.9,0.5,0.45,12.4,Default,20003454
Jakob Poeltl,C,TOR,IND,26.0,10.7,1.8,8.5,0.02,1.42,0.81,0.96,21.0,Default,20001687
Sandro Mamukelashvili,C,TOR,IND,17.5,8.2,1.4,4.6,0.97,0.77,0.41,0.38,14.2,Default,20002708
Payton Pritchard,PG,BOS,LAC,32.0,15.6,5.1,4.2,2.9,1.22,1.04,0.14,24.9,Default,20002551
Anfernee Simons,SG,BOS,LAC,24.0,13.6,3.0,2.2,2.6,1.31,0.58,0.09,18.8,Default,20002007
Derrick White,SG,BOS,LAC,33.5,17.6,5.0,4.1,3.36,1.71,1.17,0.76,26.7,Default,20001856
Hugo Gonzalez,SF,BOS,LAC,8.0,1.9,0.5,1.2,0.21,0.36,0.42,0.1,3.5,Default,20003474
Jaylen Brown,SF,BOS,LAC,33.5,25.4,4.7,5.4,2.01,3.26,1.18,0.28,35.5,Default,20001672
Sam Hauser,SF,BOS,LAC,20.0,7.5,0.9,2.6,2.2,0.45,0.57,0.2,11.1,Default,20002686
Jordan Walsh,SF,BOS,LAC,24.0,5.7,1.6,4.9,0.92,0.94,0.89,0.46,12.2,Default,20003076
Josh Minott,SF,BOS,LAC,17.0,6.4,1.2,3.7,0.91,0.6,0.89,0.45,11.3,Default,20002913
Chris Boucher,PF,BOS,LAC,4.0,1.7,0.1,0.9,0.2,0.13,0.12,0.14,2.7,Default,20001886
Neemias Queta,C,BOS,LAC,25.5,8.9,1.8,7.8,0.03,1.14,0.8,1.25,18.5,Default,20002678
Luka Garza,C,BOS,LAC,16.5,7.6,1.1,4.5,0.67,0.74,0.49,0.32,13.2,Default,20002684
Xavier Tillman,C,BOS,LAC,2.0,0.6,0.2,0.5,0.07,0.08,0.12,0.05,1.2,Default,20002560
James Harden,PG,LAC,BOS,36.0,23.1,8.8,5.7,3.31,3.94,1.2,0.58,37.6,Default,20000544
Chris Paul,PG,LAC,BOS,1.0,0.3,0.3,0.1,0.06,0.06,0.04,0.01,0.7,Default,20000664
Kris Dunn,PG,LAC,BOS,26.0,6.8,2.7,2.9,0.96,1.19,1.67,0.28,12.4,Default,20001670
Bogdan Bogdanovic,SG,LAC,BOS,21.0,9.1,2.6,2.7,1.72,1.14,0.63,0.15,14.4,Default,20001745
Cam Christie,SG,LAC,BOS,2.0,0.8,0.2,0.4,0.12,0.07,0.07,0.02,1.3,Default,20003247
Jordan Miller,SF,LAC,BOS,16.0,6.8,1.1,2.3,0.69,0.73,0.45,0.2,10.2,Default,20003082
Derrick Jones Jr.,SF,LAC,BOS,26.0,10.5,1.0,3.2,1.4,0.87,0.79,0.6,14.8,Default,20001796
Kobe Sanders,SG,LAC,BOS,16.0,6.2,1.3,2.2,1.1,0.76,0.51,0.18,9.6,Default,20003494
John Collins,PF,LAC,BOS,26.0,13.5,1.3,6.0,1.15,1.56,0.57,0.64,20.7,Default,20001835
Nicolas Batum,PF,LAC,BOS,20.0,5.4,1.1,3.1,1.59,0.49,0.64,0.44,9.6,Default,20000617
Kobe Brown,PF,LAC,BOS,3.0,0.8,0.2,0.6,0.11,0.13,0.07,0.04,1.7,Default,20003072
Ivica Zubac,C,LAC,BOS,32.0,16.6,2.4,11.1,0.02,1.64,0.49,0.89,30.1,Default,20001694
Brook Lopez,C,LAC,BOS,15.0,7.0,0.6,2.4,1.29,0.58,0.25,0.66,10.1,Default,20000588
Dennis Schroder,PG,SAC,SAS,24.0,9.9,4.3,2.4,1.17,1.54,0.79,0.15,16.6,Default,20000606
Russell Westbrook,SG,SAC,SAS,32.0,15.5,6.5,6.3,1.91,3.15,1.52,0.43,28.3,Default,20000877
Devin Carter,PG,SAC,SAS,1.5,0.5,0.1,0.2,0.08,0.08,0.08,0.02,0.9,Default,20003196
Malik Monk,SG,SAC,SAS,22.0,11.6,2.6,2.4,1.53,1.5,0.66,0.34,16.6,Default,20001833
Keon Ellis,SG,SAC,SAS,16.5,6.2,0.8,1.6,1.59,0.52,1.15,0.38,8.7,Default,20002905
Zach Lavine,SG,SAC,SAS,33.5,21.1,3.2,3.4,2.98,2.21,0.79,0.19,27.7,Default,20000804
Nique Clifford,SG,SAC,SAS,13.5,4.2,1.3,2.0,0.59,0.59,0.43,0.2,7.5,Default,20003463
DeMar DeRozan,PF,SAC,SAS,33.5,19.8,3.4,3.3,1.19,1.41,0.92,0.36,26.6,Default,20000456
Doug McDermott,SF,SAC,SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default,20000522
Maxime Raynaud,C,SAC,SAS,2.5,0.8,0.1,0.6,0.01,0.12,0.07,0.07,1.5,Default,20003481
Domantas Sabonis,C,SAC,SAS,34.0,17.7,4.3,12.2,0.9,2.77,0.85,0.37,34.2,Default,20001683
Drew Eubanks,C,SAC,SAS,10.0,3.7,0.5,2.5,0.04,0.49,0.25,0.49,6.7,Default,20002045
Dario Saric,C,SAC,SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default,20001597
Precious Achiuwa,C,SAC,SAS,17.0,6.4,0.9,4.6,0.28,0.68,0.5,0.54,11.9,Default,20002545
DeAaron Fox,PG,SAS,SAC,35.0,24.0,6.1,4.5,2.27,3.21,1.36,0.35,34.6,Default,20001824
Stephon Castle,SG,SAS,SAC,34.0,20.6,7.5,6.0,1.58,3.39,1.28,0.34,34.1,Default,20003192
Devin Vassell,SG,SAS,SAC,33.0,17.0,2.5,3.9,3.32,1.29,1.11,0.52,23.4,Default,20002536
Lindy Waters III,SF,SAS,SAC,5.0,2.0,0.4,0.7,0.52,0.15,0.15,0.08,3.1,Default,20002859
Julian Champagnie,SF,SAS,SAC,22.5,9.8,1.4,4.0,2.11,0.95,0.81,0.4,15.3,Default,20002899
Keldon Johnson,SF,SAS,SAC,22.5,12.3,1.9,5.3,1.05,1.07,0.64,0.21,19.5,Default,20002309
Harrison Barnes,SF,SAS,SAC,27.0,12.0,1.9,3.4,2.07,0.87,0.57,0.18,17.3,Default,20000483
Jeremy Sochan,PF,SAS,SAC,18.0,8.1,1.8,4.2,0.58,1.09,0.57,0.31,14.1,Default,20002881
Kelly Olynyk,C,SAS,SAC,10.5,4.8,1.6,2.4,0.42,0.82,0.39,0.18,8.8,Default,20000564
Luke Kornet,C,SAS,SAC,27.5,10.9,2.7,8.0,0.02,0.89,0.83,1.49,21.6,Default,20001889
Bismack Biyombo,C,SAS,SAC,5.0,1.4,0.3,1.4,0.0,0.25,0.13,0.25,3.1,Default,20000758
Keaton Wallace,PG,ATL,PHX,14.0,4.7,2.4,1.3,0.81,0.8,0.7,0.19,8.4,Default,20002757
Vit Krejci,SG,ATL,PHX,17.0,6.2,1.8,2.0,1.42,0.71,0.56,0.22,10.0,Default,20002562
Dyson Daniels,SG,ATL,PHX,33.5,12.0,5.3,5.3,0.54,2.21,2.79,0.49,22.6,Default,20002878
Nickeil Alexander-Walker,SG,ATL,PHX,30.5,16.0,3.2,3.4,2.17,1.96,1.04,0.49,22.6,Default,20002285
Luke Kennard,SG,ATL,PHX,21.0,8.3,2.4,2.2,1.64,1.01,0.67,0.07,12.9,Default,20001840
Zaccharie Risacher,SF,ATL,PHX,24.0,11.9,1.4,3.1,1.74,1.21,0.87,0.38,16.4,Default,20003213
Jalen Johnson,PF,ATL,PHX,34.5,19.8,6.5,9.0,1.33,2.78,1.58,0.63,35.3,Default,20002657
Mouhamed Gueye,PF,ATL,PHX,12.5,4.5,0.8,2.9,0.62,0.43,0.6,0.5,8.2,Default,20003015
Asa Newell,PF,ATL,PHX,1.0,0.4,0.0,0.3,0.06,0.04,0.03,0.02,0.7,Default,20003460
Kristaps Porzingis,C,ATL,PHX,26.0,17.5,2.6,6.0,1.72,1.47,0.69,1.31,26.0,Default,20001406
Onyeka Okongwu,C,ATL,PHX,26.0,13.2,2.4,7.7,0.86,1.46,0.79,0.83,23.2,Default,20002531
Egor Demin,PG,BKN,WAS,24.5,9.2,4.5,4.1,2.21,1.69,1.02,0.27,17.8,Default,20003455
Tyson Etienne,PG,BKN,WAS,3.0,1.0,0.3,0.3,0.18,0.12,0.08,0.03,1.6,Default,20002953
Tyrese Martin,SF,BKN,WAS,20.5,8.8,2.7,3.2,1.69,1.11,0.64,0.16,14.8,Default,20002930
Drake Powell,SG,BKN,WAS,22.5,7.4,3.0,2.9,1.04,1.31,0.86,0.27,13.3,Default,20003467
Terance Mann,SF,BKN,WAS,26.5,10.5,3.7,3.4,1.27,0.96,0.99,0.23,17.6,Default,20002312
EJ Liddell,C,BKN,WAS,2.5,1.1,0.2,0.4,0.19,0.11,0.08,0.04,1.7,Default,20002887
Jalen Wilson,PF,BKN,WAS,8.5,3.6,0.6,1.0,0.65,0.35,0.24,0.03,5.2,Default,20003084
Ziaire Williams,SF,BKN,WAS,23.0,11.0,1.5,3.3,2.25,1.01,0.98,0.33,15.9,Default,20002656
Michael Porter Jr.,SF,BKN,WAS,34.0,25.3,2.8,7.7,3.79,2.17,0.89,0.47,35.8,Default,20001988
Noah Clowney,PF,BKN,WAS,29.0,13.5,1.9,4.8,2.58,1.53,0.83,0.54,20.2,Default,20003046
Nicolas Claxton,C,BKN,WAS,30.5,16.6,3.7,8.5,0.12,1.71,1.04,1.54,28.8,Default,20002292
DayRon Sharpe,C,BKN,WAS,15.5,7.1,1.8,5.8,0.29,1.32,0.67,0.72,14.7,Default,20002697
Josh Giddey,SG,CHI,UTA,33.0,20.9,8.8,8.4,1.74,3.07,1.3,0.75,38.1,Default,20002665
Tre Jones,PG,CHI,UTA,23.0,10.2,4.9,3.0,0.59,1.08,1.13,0.17,18.1,Default,20002566
Jevon Carter,SG,CHI,UTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default,20002028
Coby White,PG,CHI,UTA,22.0,13.9,3.0,2.5,2.0,1.36,0.63,0.17,19.4,Default,20002280
Ayo Dosunmu,PG,CHI,UTA,23.0,11.8,3.2,2.4,1.63,1.02,0.86,0.32,17.4,Default,20002674
Isaac Okoro,SF,CHI,UTA,21.0,7.7,1.4,2.6,1.13,0.76,0.69,0.45,11.8,Default,20002530
Kevin Huerter,SG,CHI,UTA,23.0,11.5,2.3,3.2,1.85,1.02,0.91,0.44,16.9,Default,20001993
Dalen Terry,SF,CHI,UTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default,20002897
Julian Phillips,SF,CHI,UTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default,20003074
Matas Buzelis,SF,CHI,UTA,28.0,14.5,1.6,5.1,1.82,1.63,0.69,1.17,21.2,Default,20003217
Patrick Williams,SF,CHI,UTA,21.0,8.0,1.5,3.2,1.53,0.86,0.72,0.47,12.7,Default,20002529
Nikola Vucevic,C,CHI,UTA,30.5,17.1,3.4,9.6,1.75,1.67,0.88,0.69,30.1,Default,20000678
Jalen Smith,C,CHI,UTA,15.5,9.2,1.0,5.2,1.45,0.69,0.3,0.62,15.4,Default,20002535
DAngelo Russell,PG,DAL,POR,21.0,12.6,4.5,2.3,1.84,1.87,0.8,0.27,19.4,Default,20001458
Brandon Williams,PG,DAL,POR,27.0,15.0,4.0,3.1,1.02,2.66,1.31,0.22,22.2,Default,20002854
Jaden Hardy,SG,DAL,POR,4.0,2.2,0.3,0.4,0.37,0.35,0.13,0.03,2.9,Default,20002891
Cooper Flagg,SF,DAL,POR,34.0,17.1,3.7,6.9,1.31,2.42,1.61,0.94,27.7,Default,20003444
Klay Thompson,SG,DAL,POR,20.0,10.4,1.8,2.3,2.28,1.09,0.54,0.28,14.5,Default,20000486
Max Christie,SG,DAL,POR,29.0,11.9,2.3,3.4,2.1,1.3,0.91,0.41,17.6,Default,20002900
Naji Marshall,PF,DAL,POR,25.0,11.1,2.6,4.5,0.75,1.42,0.98,0.22,18.2,Default,20002600
P.J. Washington,PF,DAL,POR,32.0,15.6,2.6,7.0,1.42,2.3,1.13,1.16,25.3,Default,20002279
Dereck Lively II,C,DAL,POR,18.0,6.4,2.0,5.4,0.01,1.01,0.54,1.18,13.8,Default,20003055
Daniel Gafford,C,DAL,POR,23.0,11.6,1.3,6.9,0.0,1.4,0.72,1.78,19.8,Default,20002329
Dwight Powell,C,DAL,POR,1.0,0.3,0.1,0.2,0.0,0.05,0.04,0.03,0.6,Default,20000539
Moussa Cisse,C,DAL,POR,6.0,1.7,0.2,1.8,0.0,0.46,0.2,0.49,3.7,Default,20003525
Stephen Curry,PG,GSW,NOP,32.5,28.8,4.9,4.0,5.41,2.84,1.13,0.28,37.6,Default,20000485
Brandin Podziemski,SG,GSW,NOP,27.0,11.0,3.3,5.2,1.76,1.3,1.12,0.19,19.5,Default,20003068
Gary Payton II,SG,GSW,NOP,15.0,5.9,1.6,3.1,0.63,0.74,1.15,0.22,10.5,Default,20001730
Pat Spencer,SG,GSW,NOP,4.0,1.8,0.7,0.7,0.13,0.25,0.23,0.04,3.1,Default,20003012
Moses Moody,SG,GSW,NOP,26.0,12.9,1.7,3.5,2.66,0.93,0.86,0.39,18.1,Default,20002655
Will Richard,SG,GSW,NOP,23.0,9.4,1.6,3.3,1.31,0.8,1.12,0.16,14.4,Default,20003500
Buddy Hield,SG,GSW,NOP,15.0,7.3,1.3,2.1,1.57,0.73,0.57,0.16,10.6,Default,20001673
Jimmy Butler,SF,GSW,NOP,32.5,20.5,5.4,6.1,1.17,1.7,1.81,0.36,32.1,Default,20000515
Gui Santos,SF,GSW,NOP,2.5,0.9,0.2,0.5,0.14,0.13,0.09,0.03,1.6,Default,20002933
Draymond Green,PF,GSW,NOP,28.5,8.8,5.5,5.9,1.62,2.63,1.4,0.73,20.2,Default,20000482
Al Horford,PF,GSW,NOP,21.0,7.0,1.7,4.6,1.53,0.81,0.48,0.73,13.3,Default,20000603
Quinten Post,C,GSW,NOP,9.0,3.4,0.7,2.3,0.74,0.43,0.25,0.28,6.4,Default,20003253
Trayce Jackson-Davis,C,GSW,NOP,4.0,1.7,0.4,1.3,0.0,0.21,0.1,0.21,3.4,Default,20003065
Reed Sheppard,SG,HOU,ORL,25.0,12.2,3.4,2.6,2.52,1.75,1.18,0.5,18.1,Default,20003191
Aaron Holiday,PG,HOU,ORL,13.0,5.3,1.2,1.1,0.96,0.68,0.38,0.14,7.5,Default,20002005
Amen Thompson,PG,HOU,ORL,36.0,17.5,5.6,6.3,0.55,2.71,1.75,1.0,29.4,Default,20003034
Josh Okogie,SF,HOU,ORL,25.0,8.5,1.1,2.8,1.18,0.92,1.26,0.56,12.5,Default,20002006
Kevin Durant,SF,HOU,ORL,36.0,25.6,3.9,4.9,1.79,3.05,0.92,0.98,34.4,Default,20000884
JaeSean Tate,SG,HOU,ORL,6.0,2.1,0.4,1.0,0.17,0.27,0.26,0.09,3.6,Default,20002213
Jabari Smith Jr.,PF,HOU,ORL,32.0,13.4,1.3,6.0,1.79,1.27,0.62,0.81,20.7,Default,20002871
Jeff Green,PF,HOU,ORL,1.0,0.4,0.0,0.1,0.06,0.04,0.02,0.02,0.6,Default,20000632
Alperen Sengun,C,HOU,ORL,36.0,21.2,6.0,10.0,0.94,3.24,1.21,0.86,37.3,Default,20002666
Steven Adams,C,HOU,ORL,20.0,5.8,1.4,7.5,0.01,1.13,0.6,0.72,14.7,Default,20000875
Clint Capela,C,HOU,ORL,10.0,3.5,0.5,3.5,0.0,0.39,0.24,0.46,7.5,Default,20000549
Jeremiah Fears,PG,NOP,GSW,28.0,14.2,3.7,3.3,1.33,2.4,1.48,0.28,21.3,Default,20003448
Jose Alvarado,PG,NOP,GSW,21.5,7.8,3.2,2.4,1.53,1.2,1.1,0.21,13.4,Default,20002732
Jordan Hawkins,SG,NOP,GSW,10.0,4.0,0.5,1.2,0.74,0.41,0.23,0.12,5.6,Default,20003041
Bryce McGowens,SG,NOP,GSW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default,20002893
Herbert Jones,SF,NOP,GSW,32.5,10.5,2.8,3.8,1.58,1.76,1.84,0.47,17.1,Default,20002699
Micah Peavy,SG,NOP,GSW,7.0,1.7,0.5,1.5,0.16,0.33,0.18,0.15,3.7,Default,20003488
Trey Murphy III,SG,NOP,GSW,36.0,18.9,4.0,5.5,2.9,1.73,1.09,0.57,28.4,Default,20002700
Saddiq Bey,PF,NOP,GSW,26.0,11.2,1.5,4.3,1.73,0.79,0.64,0.14,17.0,Default,20002544
Zion Williamson,PF,NOP,GSW,26.0,19.9,3.7,5.6,0.13,2.58,1.03,0.54,29.2,Default,20002271
Derik Queen,C,NOP,GSW,24.0,11.7,2.7,6.3,0.33,1.75,0.87,0.61,20.6,Default,20003453
Kevon Looney,C,NOP,GSW,11.0,2.8,1.1,4.2,0.02,0.48,0.3,0.39,8.1,Default,20001455
Yves Missi,C,NOP,GSW,8.0,2.6,0.5,2.6,0.0,0.36,0.15,0.46,5.6,Default,20003206
Karlo Matkovic,C,NOP,GSW,10.0,4.1,0.6,2.6,0.29,0.53,0.25,0.51,7.4,Default,20002931
Tyus Jones,PG,ORL,HOU,18.0,5.9,2.6,1.6,1.14,0.69,0.7,0.09,10.0,Default,20001430
Anthony Black,PG,ORL,HOU,30.0,12.4,3.3,3.9,1.35,2.21,1.46,0.7,19.6,Default,20003038
Desmond Bane,SG,ORL,HOU,35.0,19.9,5.5,5.0,2.23,2.79,1.03,0.42,30.4,Default,20002555
Jase Richardson,SG,ORL,HOU,5.0,1.8,0.6,0.6,0.23,0.25,0.17,0.06,2.9,Default,20003456
Franz Wagner,SF,ORL,HOU,35.0,23.7,4.8,5.7,1.88,2.64,1.06,0.39,34.2,Default,20002654
Jamal Cain,SF,ORL,HOU,2.0,0.7,0.1,0.3,0.11,0.08,0.08,0.03,1.1,Default,20003008
Jett Howard,SF,ORL,HOU,15.0,5.9,1.0,1.5,1.42,0.59,0.31,0.22,8.5,Default,20003047
Tristan Da Silva,PF,ORL,HOU,32.0,13.0,1.9,4.8,2.12,1.22,0.83,0.35,19.6,Default,20003200
Noah Penda,SF,ORL,HOU,5.0,1.5,0.5,0.9,0.11,0.26,0.14,0.15,2.9,Default,20003476
Jonathan Isaac,PF,ORL,HOU,16.0,5.3,0.4,4.2,0.65,0.54,0.96,1.15,10.0,Default,20001830
Wendell Carter Jr.,C,ORL,HOU,30.0,12.3,2.1,7.9,1.23,1.71,0.76,0.7,22.3,Default,20001996
Goga Bitadze,C,ORL,HOU,17.0,5.7,1.3,5.0,0.15,0.87,0.59,1.18,12.1,Default,20002282
Collin Gillespie,PG,PHX,ATL,26.0,12.2,5.3,3.9,2.88,1.49,1.15,0.31,21.3,Default,20002937
Jordan Goodwin,SG,PHX,ATL,22.0,7.5,2.6,4.4,1.25,1.26,1.26,0.51,14.5,Default,20002736
Devin Booker,SG,PHX,ATL,36.0,29.4,8.0,4.2,2.36,4.01,1.04,0.25,41.5,Default,20001460
Isaiah Livers,PF,PHX,ATL,17.0,5.0,0.8,1.9,1.07,0.55,0.5,0.3,7.7,Default,20002693
Ryan Dunn,PF,PHX,ATL,25.0,8.9,1.6,4.9,1.11,1.09,0.97,0.63,15.5,Default,20003231
Dillon Brooks,SF,PHX,ATL,30.0,16.0,2.5,3.3,2.53,1.74,0.99,0.22,21.7,Default,20001873
Royce ONeale,SF,PHX,ATL,28.0,11.2,2.9,4.9,3.09,1.23,1.05,0.39,19.0,Default,20001913
Nigel Hayes,PF,PHX,ATL,1.0,0.2,0.1,0.1,0.03,0.03,0.03,0.01,0.5,Default,20001888
Mark Williams,C,PHX,ATL,27.0,12.9,1.4,9.0,0.01,1.48,0.83,1.21,23.3,Default,20002884
Oso Ighodaro,C,PHX,ATL,16.5,4.8,1.3,3.3,0.01,0.89,0.46,0.45,9.4,Default,20003241
Nick Richards,C,PHX,ATL,10.5,4.6,0.4,3.5,0.01,0.72,0.18,0.43,8.4,Default,20002567
Khaman Maluach,C,PHX,ATL,1.0,0.3,0.0,0.3,0.01,0.06,0.01,0.06,0.6,Default,20003450
Jrue Holiday,PG,POR,DAL,34.0,16.8,7.7,5.0,2.56,2.41,1.35,0.44,29.6,Default,20000474
Caleb Love,SG,POR,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default,20003503
Shaedon Sharpe,SG,POR,DAL,29.5,21.6,2.7,4.8,2.38,2.08,0.94,0.26,29.2,Default,20002874
Rayan Rupert,SG,POR,DAL,1.0,0.3,0.1,0.2,0.04,0.05,0.03,0.01,0.5,Default,20003048
Sidy Cissoko,SF,POR,DAL,9.5,2.7,0.6,1.4,0.26,0.34,0.29,0.07,4.7,Default,20003062
Toumani Camara,PF,POR,DAL,35.0,13.7,3.0,5.7,2.44,1.55,1.52,0.67,22.4,Default,20003085
Deni Avdija,SF,POR,DAL,35.0,25.3,5.5,7.7,2.61,3.14,1.06,0.53,38.5,Default,20002534
Kris Murray,SF,POR,DAL,22.0,5.8,1.4,3.5,0.54,0.85,0.84,0.32,10.8,Default,20003054
Jerami Grant,PF,POR,DAL,29.0,16.4,2.1,3.1,2.07,1.42,0.82,0.64,21.7,Default,20000727
Donovan Clingan,C,POR,DAL,26.0,9.1,1.7,9.3,0.47,1.35,0.86,2.04,20.1,Default,20003190
Robert Williams,C,POR,DAL,14.0,5.4,1.0,4.5,0.03,0.64,0.5,1.06,10.9,Default,20002024
Duop Reath,C,POR,DAL,5.0,2.2,0.3,0.9,0.41,0.2,0.14,0.15,3.4,Default,20002150
Dennis Schroder,PG,SAC,SAS,24.5,10.1,4.4,2.4,1.19,1.57,0.8,0.15,17.0,Default,20000606
Russell Westbrook,SG,SAC,SAS,32.0,15.5,6.5,6.4,1.91,3.15,1.52,0.43,28.4,Default,20000877
